Língua Portuguesa;1º;Campo da vida cotidiana;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF01LP20) Identificar e reproduzir, em listas, agendas, calendários, regras, avisos, convites, receitas, instruções de montagem e legendas para álbuns, fotos ou ilustrações (digitais ou impressos), a formatação e diagramação específica de cada um desses gêneros.
Língua Portuguesa;1º;Campo da vida pública;"Escrita
(compartilhada e autônoma)";Escrita compartilhada;(EF01LP21) Escrever, em colaboração com os colegas e com a ajuda do professor, listas de regras e regulamentos que organizam a vida na comunidade escolar, dentre outros gêneros do campo da atuação cidadã, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º;Campo das práticas de estudo e pesquisa;"Escrita
(compartilhada e autônoma)";Produção de textos;(EF01LP22) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, diagramas, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, digitais ou impressos, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;1º;Campo das práticas de estudo e pesquisa;Oralidade;Planejamento de texto oral Exposição oral;(EF01LP23) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;1º;Campo das práticas de estudo e pesquisa;Análise linguística/semiótica (Alfabetização);Forma de composição dos textos/Adequação do texto às normas de escrita;(EF01LP24) Identificar e reproduzir, em enunciados de tarefas escolares, diagramas, entrevistas, curiosidades, digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.
Língua Portuguesa;1º;Campo artístico-literário;"Escrita
(compartilhada e autônoma)";Escrita autônoma e compartilhada;(EF01LP25) Produzir, tendo o professor como escriba, recontagens de histórias lidas pelo professor, histórias imaginadas ou baseadas em livros de imagens, observando a forma de composição de textos narrativos (personagens, enredo, tempo e espaço).
Língua Portuguesa;1º;Campo artístico-literário;Análise linguística/semiótica (Alfabetização);Formas de composição de narrativas;(EF01LP26) Identificar elementos de uma narrativa lida ou escutada, incluindo personagens, enredo, tempo e espaço.
Língua Portuguesa;1º, 2º;Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Decodificação/Fluência de leitura;(EF12LP01) Ler palavras novas com precisão na decodificação, no caso de palavras de uso frequente, ler globalmente, por memorização.
Língua Portuguesa;1º, 2º;Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Formação de leitor;(EF12LP02) Buscar, selecionar e ler, com a mediação do professor (leitura compartilhada), textos que circulam em meios impressos ou digitais, de acordo com as necessidades e interesses.
Língua Portuguesa;1º, 2º;Todos os campos de atuação;"Escrita
(compartilhada e autônoma)";Construção do sistema alfabético/ Estabelecimento de relações anafóricas na referenciação e construção da coesão;(EF12LP03) Copiar textos breves, mantendo suas características e voltando para o texto sempre que tiver dúvidas sobre sua distribuição gráfica, espaçamento entre as palavras, escrita das palavras e pontuação.
Língua Portuguesa;1º, 2º;Campo da vida cotidiana;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF12LP04) Ler e compreender, em colaboração com os colegas e com a ajuda do professor ou já com certa autonomia, listas, agendas, calendários, avisos, convites, receitas, instruções de montagem (digitais ou impressos), dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.
Língua Portuguesa;1º, 2º;Campo da vida cotidiana;"Escrita
(compartilhada e autônoma)";Escrita compartilhada;(EF12LP05) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, (re)contagens de histórias, poemas e outros textos versificados (letras de canção, quadrinhas, cordel), poemas visuais, tiras e histórias em quadrinhos, dentre outros gêneros do campo artístico-literário, considerando a situação comunicativa e a finalidade do texto.
Língua Portuguesa;1º, 2º;Campo da vida cotidiana;Oralidade;Produção de texto oral;(EF12LP06) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, recados, avisos, convites, receitas, instruções de montagem, dentre outros gêneros do campo da vida cotidiana, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;1º, 2º;Campo da vida cotidiana;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF12LP07) Identificar e (re)produzir, em cantiga, quadras, quadrinhas, parlendas, trava-línguas e canções, rimas, aliterações, assonâncias, o ritmo de fala relacionado ao ritmo e à melodia das músicas e seus efeitos de sentido.
Língua Portuguesa;1º, 2º;Campo da vida pública;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF12LP08) Ler e compreender, em colaboração com os colegas e com a ajuda do professor, fotolegendas em notícias, manchetes e lides em notícias, álbum de fotos digital noticioso e notícias curtas para público infantil, dentre outros gêneros do campo jornalístico, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF12LP09) Ler e compreender, em colaboração com os colegas e com a ajuda do professor, slogans, anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil, dentre outros gêneros do campo publicitário, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF12LP10) Ler e compreender, em colaboração com os colegas e com a ajuda do professor, cartazes, avisos, folhetos, regras e regulamentos que organizam a vida na comunidade escolar, dentre outros gêneros do campo da atuação cidadã, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;"Escrita
(compartilhada e autônoma)";Escrita compartilhada;(EF12LP11) Escrever, em colaboração com os colegas e com a ajuda do professor, fotolegendas em notícias, manchetes e lides em notícias, álbum de fotos digital noticioso e notícias curtas para público infantil, digitais ou impressos, dentre outros gêneros do campo jornalístico, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;"Escrita
(compartilhada e autônoma)";Escrita compartilhada;(EF12LP12) Escrever, em colaboração com os colegas e com a ajuda do professor, slogans, anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil, dentre outros gêneros do campo publicitário, considerando a situação comunicativa e o tema/ assunto/finalidade do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;Oralidade;Produção de texto oral;(EF12LP13) Planejar, em colaboração com os colegas e com a ajuda do professor, slogans e peça de campanha de conscientização destinada ao público infantil que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;1º, 2º;Campo da vida pública;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF12LP14) Identificar e reproduzir, em fotolegendas de notícias, álbum de fotos digital noticioso, cartas de leitor (revista infantil), digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.
Língua Portuguesa;1º, 2º;Campo da vida pública;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF12LP15) Identificar a forma de composição de slogans publicitários.
Língua Portuguesa;1º, 2º;Campo da vida pública;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF12LP16) Identificar e reproduzir, em anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil (orais e escritos, digitais ou impressos), a formatação e diagramação específica de cada um desses gêneros, inclusive o uso de imagens.
Língua Portuguesa;1º, 2º;Campo das práticas de estudo e pesquisa;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF12LP17) Ler e compreender, em colaboração com os colegas e com a ajuda do professor, enunciados de tarefas escolares, diagramas, curiosidades, pequenos relatos de experimentos, entrevistas, verbetes de enciclopédia infantil, entre outros gêneros do campo investigativo, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;1º, 2º;Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Apreciação estética/Estilo;(EF12LP18) Apreciar poemas e outros textos versificados, observando rimas, sonoridades, jogos de palavras, reconhecendo seu pertencimento ao mundo imaginário e sua dimensão de encantamento, jogo e fruição.
Língua Portuguesa;1º, 2º;Campo artístico-literário;Análise linguística/semiótica (Alfabetização);Formas de composição de textos poéticos;(EF12LP19) Reconhecer, em textos versificados, rimas, sonoridades, jogos de palavras, palavras, expressões, comparações, relacionando-as com sensações e associações.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Reconstrução das condições de produção e recepção de textos;(EF15LP01) Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;(EF15LP02) Estabelecer expectativas em relação ao texto que vai ler (pressuposições antecipadoras dos sentidos, da forma e da função social do texto), apoiando-se em seus conhecimentos prévios sobre as condições de produção e recepção desse texto, o gênero, o suporte e o universo temático, bem como sobre saliências textuais, recursos gráficos, imagens, dados da própria obra (índice, prefácio etc.), confirmando antecipações e inferências realizadas antes e durante a leitura de textos, checando a adequação das hipóteses realizadas.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;(EF15LP03) Localizar informações explícitas em textos.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;(EF15LP04) Identificar o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;"Produção de textos
(escrita compartilhada e autônoma)";Planejamento de texto;"(EF15LP05) Planejar, com a ajuda do professor, o texto que será produzido, considerando a situação comunicativa, os interlocutores (quem escreve/para quem escreve); a finalidade ou o propósito (escrever para quê); a circulação (onde o texto vai circular); o suporte (qual é o portador do texto); a linguagem, organização e forma do texto e seu tema, pesquisando em meios impressos ou digitais, sempre que for preciso, informações necessárias à produção do texto, organizando em tópicos os dados e as fontes pesquisadas."
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;"Produção de textos
(escrita compartilhada e autônoma)";Revisão de textos;(EF15LP06) Reler e revisar o texto produzido com a ajuda do professor e a colaboração dos colegas, para corrigi-lo e aprimorá-lo, fazendo cortes, acréscimos, reformulações, correções de ortografia e pontuação.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;"Produção de textos
(escrita compartilhada e autônoma)";Edição de textos;(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;"Produção de textos
(escrita compartilhada e autônoma)";Utilização de tecnologia digital;(EF15LP08) Utilizar software, inclusive programas de edição de texto, para editar e publicar os textos produzidos, explorando os recursos multissemióticos disponíveis.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Oralidade;Oralidade pública/Intercâmbio conversacional em sala de aula;(EF15LP09) Expressar-se em situações de intercâmbio oral com clareza, preocupando-se em ser compreendido pelo interlocutor e usando a palavra com tom de voz audível, boa articulação e ritmo adequado.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Oralidade;Escuta atenta;(EF15LP10) Escutar, com atenção, falas de professores e colegas, formulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Oralidade;Características da conversação espontânea;(EF15LP11) Reconhecer características da conversação espontânea presencial, respeitando os turnos de fala, selecionando e utilizando, durante a conversação, formas de tratamento adequadas, de acordo com a situação e a posição do interlocutor.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Oralidade;Aspectos não linguísticos (paralinguísticos) no ato da fala;(EF15LP12) Atribuir significado a aspectos não linguísticos (paralinguísticos) observados na fala, como direção do olhar, riso, gestos, movimentos da cabeça (de concordância ou discordância), expressão corporal, tom de voz.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Todos os campos de atuação;Oralidade;Relato oral/Registro formal e informal;(EF15LP13) Identificar finalidades da interação oral em diferentes contextos comunicativos (solicitar informações, apresentar opiniões, informar, relatar experiências etc.).
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo da vida cotidiana;Leitura/escuta (compartilhada e autônoma);Leitura de imagens em narrativas visuais;(EF15LP14) Construir o sentido de histórias em quadrinhos e tirinhas, relacionando imagens e palavras e interpretando recursos gráficos (tipos de balões, de letras, onomatopeias).
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Formação do leitor literário;(EF15LP15) Reconhecer que os textos literários fazem parte do mundo do imaginário e apresentam uma dimensão lúdica, de encantamento, valorizando-os, em sua diversidade cultural, como patrimônio artístico da humanidade.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Leitura colaborativa e autônoma;(EF15LP16) Ler e compreender, em colaboração com os colegas e com a ajuda do professor e, mais tarde, de maneira autônoma, textos narrativos de maior porte como contos (populares, de fadas, acumulativos, de assombração etc.) e crônicas.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Apreciação estética/Estilo;(EF15LP17) Apreciar poemas visuais e concretos, observando efeitos de sentido criados pelo formato do texto na página, distribuição e diagramação das letras, pelas ilustrações e por outros efeitos visuais.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Formação do leitor literário/Leitura multissemiótica;(EF15LP18) Relacionar texto com ilustrações e outros recursos gráficos.
Língua Portuguesa;"1º; 2º; 3º; 4º; 5º";Campo artístico-literário;Oralidade;Contagem de histórias;(EF15LP19) Recontar oralmente, com e sem apoio de imagem, textos literários lidos pelo professor.
Língua Portuguesa;2º;Todos os campos de atuação;"Escrita
(compartilhada e autônoma)";Construção do sistema alfabético/ Convenções da escrita;(EF02LP01) Utilizar, ao produzir o texto, grafia correta de palavras conhecidas ou com estruturas silábicas já dominadas, letras maiúsculas em início de frases e em substantivos próprios, segmentação entre as palavras, ponto final, ponto de interrogação e ponto de exclamação.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Construção do sistema alfabético e da ortografia;(EF02LP02) Segmentar palavras em sílabas e remover e substituir sílabas iniciais, mediais ou finais para criar novas palavras.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Construção do sistema alfabético e da ortografia;"(EF02LP03) Ler e escrever palavras com correspondências regulares diretas entre letras e fonemas (f, v, t, d, p, b) e correspondências regulares contextuais (c e q; e e o, em posição átona em final de palavra)."
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Construção do sistema alfabético e da ortografia;(EF02LP04) Ler e escrever corretamente palavras com sílabas CV, V, CVC, CCV, identificando que existem vogais em todas as sílabas.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Construção do sistema alfabético e da ortografia;(EF02LP05) Ler e escrever corretamente palavras com marcas de nasalidade (til, m, n).
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Conhecimento do alfabeto do português do Brasil;(EF02LP06) Perceber o princípio acrofônico que opera nos nomes das letras do alfabeto.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Conhecimento das diversas grafias do alfabeto/ Acentuação;(EF02LP07) Escrever palavras, frases, textos curtos nas formas imprensa e cursiva.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Segmentação de palavras/Classificação de palavras por número de sílabas;(EF02LP08) Segmentar corretamente as palavras ao escrever frases e textos.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Pontuação;(EF02LP09) Usar adequadamente ponto final, ponto de interrogação e ponto de exclamação.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Sinonímia e antonímia/Morfologia/Pontuação;(EF02LP10) Identificar sinônimos de palavras de texto lido, determinando a diferença de sentido entre eles, e formar antônimos de palavras encontradas em texto lido pelo acréscimo do prefixo de negação in-/im-.
Língua Portuguesa;2º;Todos os campos de atuação;Análise linguística/semiótica (Alfabetização);Morfologia;(EF02LP11) Formar o aumentativo e o diminutivo de palavras com os sufixos -ão e -inho/-zinho.
Língua Portuguesa;2º;Campo da vida cotidiana;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;(EF02LP12) Ler e compreender com certa autonomia cantigas, letras de canção, dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.
Língua Portuguesa;2º;Campo da vida cotidiana;"Escrita
(compartilhada e autônoma)";Escrita autônoma e compartilhada;(EF02LP13) Planejar e produzir bilhetes e cartas, em meio impresso e/ou digital, dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;2º;Campo da vida cotidiana;"Escrita
(compartilhada e autônoma)";Escrita autônoma e compartilhada;(EF02LP14) Planejar e produzir pequenos relatos de observação de processos, de fatos, de experiências pessoais, mantendo as características do gênero, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;2º;Campo da vida cotidiana;Oralidade;Produção de texto oral;(EF02LP15) Cantar cantigas e canções, obedecendo ao ritmo e à melodia.
Língua Portuguesa;2º;Campo da vida cotidiana;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF02LP16) Identificar e reproduzir, em bilhetes, recados, avisos, cartas, e-mails, receitas (modo de fazer), relatos (digitais ou impressos), a formatação e diagramação específica de cada um desses gêneros.
Língua Portuguesa;2º;Campo da vida cotidiana;Análise linguística/semiótica (Alfabetização);Forma de composição do texto;(EF02LP17) Identificar e reproduzir, em relatos de experiências pessoais, a sequência dos fatos, utilizando expressões que marquem a passagem do tempo (“antes”, “depois”, “ontem”, “hoje”, “amanhã”, “outro dia”, “antigamente”, “há muito tempo” etc.), e o nível de informatividade necessário.
Língua Portuguesa;2º;Campo da vida pública;"Escrita
(compartilhada e autônoma)";Escrita compartilhada;(EF02LP18) Planejar e produzir cartazes e folhetos para divulgar eventos da escola ou da comunidade, utilizando linguagem persuasiva e elementos textuais e visuais (tamanho da letra, leiaute, imagens) adequados ao gênero, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;2º;Campo da vida pública;Oralidade;Produção de texto oral;(EF02LP19) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, notícias curtas para público infantil, para compor jornal falado que possa ser repassado oralmente ou em meio digital, em áudio ou vídeo, dentre outros gêneros do campo jornalístico, considerando a situação comunicativa e o tema/assunto do texto.
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;Leitura/escuta (compartilhada e autônoma);Imagens analíticas em textos;(EF02LP20) Reconhecer a função de textos utilizados para apresentar informações coletadas em atividades de pesquisa (enquetes, pequenas entrevistas, registros de experimentações).
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;Leitura/escuta (compartilhada e autônoma);Pesquisa;(EF02LP21) Explorar, com a mediação do professor, textos informativos de diferentes ambientes digitais de pesquisa, conhecendo suas possibilidades.
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;"Escrita
(compartilhada e autônoma)";Produção de textos;(EF02LP22) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, pequenos relatos de experimentos, entrevistas, verbetes de enciclopédia infantil, dentre outros gêneros do campo investigativo, digitais ou impressos, considerando a situação comunicativa e o tema/assunto/finalidade do texto.
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;"Escrita
(compartilhada e autônoma)";Escrita autônoma;(EF02LP23) Planejar e produzir, com certa autonomia, pequenos registros de observação de resultados de pesquisa, coerentes com um tema investigado.
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;Oralidade;Planejamento de texto oral Exposição oral;(EF02LP24) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, relatos de experimentos, registros de observação, entrevistas, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/ finalidade do texto.
Língua Portuguesa;2º;Campo das práticas de estudo e pesquisa;Análise linguística/semiótica (Alfabetização);Forma de composição dos textos/Adequação do texto às normas de escrita;(EF02LP25) Identificar e reproduzir, em relatos de experimentos, entrevistas, verbetes de enciclopédia infantil, digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.
Língua Portuguesa;2º;Campo artístico-literário;Leitura/escuta (compartilhada e autônoma);Formação do leitor literário;(EF02LP26) Ler e compreender, com certa autonomia, textos literários, de gêneros variados, desenvolvendo o gosto pela leitura.
Língua Portuguesa;2º;Campo artístico-literário;"Escrita
(compartilhada e autônoma)";Escrita autônoma e compartilhada;(EF02LP27) Reescrever textos narrativos literários lidos pelo professor.
Língua Portuguesa;2º;Campo artístico-literário;Análise linguística/semiótica (Alfabetização);Formas de composição de narrativas;(EF02LP28) Reconhecer o conflito gerador de uma narrativa ficcional e sua resolução, além de palavras, expressões e frases que caracterizam personagens e ambientes.
Língua Portuguesa;2º;Campo artístico-literário;Análise linguística/semiótica (Alfabetização);Formas de composição de textos poéticos visuais;(EF02LP29) Observar, em poemas visuais, o formato do texto na página, as ilustrações e outros efeitos visuais.
Língua Portuguesa;3º;Todos os campos de atuação;Análise linguística/semiótica (Ortografização);Construção do sistema alfabético e da ortografia;"(EF03LP01) Ler e escrever palavras com correspondências regulares contextuais entre grafemas e fonemas – c/qu; g/gu; r/rr; s/ss; o (e não u) e e (e não i) em sílaba átona em final de palavra – e com marcas de nasalidade (til, m, n)."
Língua Portuguesa;3º;Todos os campos de atuação;Análise linguística/semiótica (Ortografização);Construção do sistema alfabético e da ortografia;(EF03LP02) Ler e escrever corretamente palavras com sílabas CV, V, CVC, CCV, VC, VV, CVV, identificando que existem vogais em todas as sílabas.
Língua Portuguesa;3º;Todos os campos de atuação;Análise linguística/semiótica (Ortografização);Construção do sistema alfabético e da ortografia;(EF03LP03) Ler e escrever corretamente palavras com os dígrafos lh, nh, ch.
Língua Portuguesa;3º;Todos os campos de atuação;Análise linguística/semiótica (Ortografização);Conhecimento das diversas grafias do alfabeto/ Acentuação;(EF03LP04) Usar acento gráfico (agudo ou circunflexo) em monossílabos tônicos terminados em a, e, o e em palavras oxítonas terminadas em a, e, o, seguidas ou não de s.
Língua Portuguesa;3º;Todos os campos de atuação;Análise linguística/semiótica (Ortografização);Segmentação de palavras/Classificação de palavras por número de sílabas;(EF03LP05) Identificar o número de sílabas de palavras, classificando-as em monossílabas, dissílabas, trissílabas e polissílabas.
